"DXXPT19Y.Code.or.Value","DXXPT19Y.Value.Description","DXXPT19Y.Count","DXXPT19Y.Cumulative","DXXPT19Y.Skip.to.Item"
"172.4 to 401.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
