"DXXPT34Y.Code.or.Value","DXXPT34Y.Value.Description","DXXPT34Y.Count","DXXPT34Y.Cumulative","DXXPT34Y.Skip.to.Item"
"110.6 to 352","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
