"DXXPT60X.Code.or.Value","DXXPT60X.Value.Description","DXXPT60X.Count","DXXPT60X.Cumulative","DXXPT60X.Skip.to.Item"
"498.9 to 1077","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
