"DXXPT22X.Code.or.Value","DXXPT22X.Value.Description","DXXPT22X.Count","DXXPT22X.Cumulative","DXXPT22X.Skip.to.Item"
"439.2 to 1038.9","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
