"AUXLR152.Code.or.Value","AUXLR152.Value.Description","AUXLR152.Count","AUXLR152.Cumulative","AUXLR152.Skip.to.Item"
"-6 to 46","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
