"DXXPT63X.Code.or.Value","DXXPT63X.Value.Description","DXXPT63X.Count","DXXPT63X.Cumulative","DXXPT63X.Skip.to.Item"
"39.4 to 588.7","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
