"DXXPT31X.Code.or.Value","DXXPT31X.Value.Description","DXXPT31X.Count","DXXPT31X.Cumulative","DXXPT31X.Skip.to.Item"
"312.8 to 958.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
