"DXXPT15Y.Code.or.Value","DXXPT15Y.Value.Description","DXXPT15Y.Count","DXXPT15Y.Cumulative","DXXPT15Y.Skip.to.Item"
"113.5 to 293.4","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
