"AUXLR151.Code.or.Value","AUXLR151.Value.Description","AUXLR151.Count","AUXLR151.Cumulative","AUXLR151.Skip.to.Item"
"-31 to 56","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
