"DXXPT52X.Code.or.Value","DXXPT52X.Value.Description","DXXPT52X.Count","DXXPT52X.Cumulative","DXXPT52X.Skip.to.Item"
"63.1 to 609.4","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
