"DXXPT16X.Code.or.Value","DXXPT16X.Value.Description","DXXPT16X.Count","DXXPT16X.Cumulative","DXXPT16X.Skip.to.Item"
"13.8 to 462.3","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
