"DXXPT92X.Code.or.Value","DXXPT92X.Value.Description","DXXPT92X.Count","DXXPT92X.Cumulative","DXXPT92X.Skip.to.Item"
"7.7 to 567","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
