"AUXLR138.Code.or.Value","AUXLR138.Value.Description","AUXLR138.Count","AUXLR138.Cumulative","AUXLR138.Skip.to.Item"
"-82 to 61","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
