"DXXPT34Y.Code.or.Value","DXXPT34Y.Value.Description","DXXPT34Y.Count","DXXPT34Y.Cumulative","DXXPT34Y.Skip.to.Item"
"134.6 to 374.1","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
