"DXXPT6Y.Code.or.Value","DXXPT6Y.Value.Description","DXXPT6Y.Count","DXXPT6Y.Cumulative","DXXPT6Y.Skip.to.Item"
"42.9 to 281.6","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
