"CBQ605.Code.or.Value","CBQ605.Value.Description","CBQ605.Count","CBQ605.Cumulative","CBQ605.Skip.to.Item"
"1","Yes",236,236,NA
"2","No",1837,2073,NA
"7","Refused",0,2073,NA
"9","Don't know",2,2075,NA
".","Missing",3947,6022,NA
