"DXXPT92Y.Code.or.Value","DXXPT92Y.Value.Description","DXXPT92Y.Count","DXXPT92Y.Cumulative","DXXPT92Y.Skip.to.Item"
"132.2 to 364.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
