"DXXPT7X.Code.or.Value","DXXPT7X.Value.Description","DXXPT7X.Count","DXXPT7X.Cumulative","DXXPT7X.Skip.to.Item"
"476.3 to 1056.6","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
