"DXXPT27Y.Code.or.Value","DXXPT27Y.Value.Description","DXXPT27Y.Count","DXXPT27Y.Cumulative","DXXPT27Y.Skip.to.Item"
"144.4 to 372.8","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
