"AUXLR183.Code.or.Value","AUXLR183.Value.Description","AUXLR183.Count","AUXLR183.Cumulative","AUXLR183.Skip.to.Item"
"-19 to 81","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
