"DXXPT68X.Code.or.Value","DXXPT68X.Value.Description","DXXPT68X.Count","DXXPT68X.Cumulative","DXXPT68X.Skip.to.Item"
"120.9 to 755.8","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
