"DXXPT41X.Code.or.Value","DXXPT41X.Value.Description","DXXPT41X.Count","DXXPT41X.Cumulative","DXXPT41X.Skip.to.Item"
"642.8 to 1225.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
