"DXXPT35X.Code.or.Value","DXXPT35X.Value.Description","DXXPT35X.Count","DXXPT35X.Cumulative","DXXPT35X.Skip.to.Item"
"170.2 to 815.7","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
