"DXXPT79X.Code.or.Value","DXXPT79X.Value.Description","DXXPT79X.Count","DXXPT79X.Cumulative","DXXPT79X.Skip.to.Item"
"176.6 to 822.9","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
