"DXXPT83X.Code.or.Value","DXXPT83X.Value.Description","DXXPT83X.Count","DXXPT83X.Cumulative","DXXPT83X.Skip.to.Item"
"-1.5 to 553.6","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
