"DXXPT52X.Code.or.Value","DXXPT52X.Value.Description","DXXPT52X.Count","DXXPT52X.Cumulative","DXXPT52X.Skip.to.Item"
"173.2 to 813.7","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
