"DXXPT22Y.Code.or.Value","DXXPT22Y.Value.Description","DXXPT22Y.Count","DXXPT22Y.Cumulative","DXXPT22Y.Skip.to.Item"
"114.9 to 305.7","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
