"DXXPT29Y.Code.or.Value","DXXPT29Y.Value.Description","DXXPT29Y.Count","DXXPT29Y.Cumulative","DXXPT29Y.Skip.to.Item"
"64.1 to 303.8","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
