"AUXRR214.Code.or.Value","AUXRR214.Value.Description","AUXRR214.Count","AUXRR214.Cumulative","AUXRR214.Skip.to.Item"
"-22 to 72","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
