"DXXPT11X.Code.or.Value","DXXPT11X.Value.Description","DXXPT11X.Count","DXXPT11X.Cumulative","DXXPT11X.Skip.to.Item"
"372 to 1009.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
