"DXXPT90Y.Code.or.Value","DXXPT90Y.Value.Description","DXXPT90Y.Count","DXXPT90Y.Cumulative","DXXPT90Y.Skip.to.Item"
"83.2 to 264","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
