"DXXPT25X.Code.or.Value","DXXPT25X.Value.Description","DXXPT25X.Count","DXXPT25X.Cumulative","DXXPT25X.Skip.to.Item"
"231.8 to 872.9","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
