"SMQ840.Code.or.Value","SMQ840.Value.Description","SMQ840.Count","SMQ840.Cumulative","SMQ840.Skip.to.Item"
"1","Today",5,5,NA
"2","Yesterday",0,5,NA
"3","3 to 5 days ago",3,8,NA
"7","Refused",0,8,NA
"9","Don't know",0,8,NA
".","Missing",6909,6917,NA
