"DXXPT39X.Code.or.Value","DXXPT39X.Value.Description","DXXPT39X.Count","DXXPT39X.Cumulative","DXXPT39X.Skip.to.Item"
"43.9 to 498","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
