"DXXPT85X.Code.or.Value","DXXPT85X.Value.Description","DXXPT85X.Count","DXXPT85X.Cumulative","DXXPT85X.Skip.to.Item"
"253.5 to 898.5","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
