"DXXPT44Y.Code.or.Value","DXXPT44Y.Value.Description","DXXPT44Y.Count","DXXPT44Y.Cumulative","DXXPT44Y.Skip.to.Item"
"78.4 to 262.1","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
