"DXXPT55Y.Code.or.Value","DXXPT55Y.Value.Description","DXXPT55Y.Count","DXXPT55Y.Cumulative","DXXPT55Y.Skip.to.Item"
"53.1 to 295.8","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
