"DXXPT16X.Code.or.Value","DXXPT16X.Value.Description","DXXPT16X.Count","DXXPT16X.Cumulative","DXXPT16X.Skip.to.Item"
"592.1 to 1171.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
