"TYXP084.Code.or.Value","TYXP084.Value.Description","TYXP084.Count","TYXP084.Cumulative","TYXP084.Skip.to.Item"
"-277 to 142","Range of Values",5579,5579,NA
".","Missing",6,5585,NA
