"AUXRR156.Code.or.Value","AUXRR156.Value.Description","AUXRR156.Count","AUXRR156.Cumulative","AUXRR156.Skip.to.Item"
"-15 to 78","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
