"DXXPT31Y.Code.or.Value","DXXPT31Y.Value.Description","DXXPT31Y.Count","DXXPT31Y.Cumulative","DXXPT31Y.Skip.to.Item"
"141.3 to 387.8","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
