"DXXPT26Y.Code.or.Value","DXXPT26Y.Value.Description","DXXPT26Y.Count","DXXPT26Y.Cumulative","DXXPT26Y.Skip.to.Item"
"146.5 to 383.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
