"AUXLR245.Code.or.Value","AUXLR245.Value.Description","AUXLR245.Count","AUXLR245.Cumulative","AUXLR245.Skip.to.Item"
"-13 to 59","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
