"DXXPT72Y.Code.or.Value","DXXPT72Y.Value.Description","DXXPT72Y.Count","DXXPT72Y.Cumulative","DXXPT72Y.Skip.to.Item"
"95.8 to 330.1","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
