"DXXPT69X.Code.or.Value","DXXPT69X.Value.Description","DXXPT69X.Count","DXXPT69X.Cumulative","DXXPT69X.Skip.to.Item"
"406.9 to 994.6","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
