"DXXPT49Y.Code.or.Value","DXXPT49Y.Value.Description","DXXPT49Y.Count","DXXPT49Y.Cumulative","DXXPT49Y.Skip.to.Item"
"75.8 to 267.1","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
