"CBQ575.Code.or.Value","CBQ575.Value.Description","CBQ575.Count","CBQ575.Cumulative","CBQ575.Skip.to.Item"
"1","Yes",3218,3218,NA
"2","No",771,3989,NA
"7","Refused",2,3991,NA
"9","Don't know",7,3998,NA
".","Missing",2024,6022,NA
