"DXXPT27Y.Code.or.Value","DXXPT27Y.Value.Description","DXXPT27Y.Count","DXXPT27Y.Cumulative","DXXPT27Y.Skip.to.Item"
"80.3 to 273","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
