"DXXPT88X.Code.or.Value","DXXPT88X.Value.Description","DXXPT88X.Count","DXXPT88X.Cumulative","DXXPT88X.Skip.to.Item"
"580.8 to 1158.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
