"DXXPT2Y.Code.or.Value","DXXPT2Y.Value.Description","DXXPT2Y.Count","DXXPT2Y.Cumulative","DXXPT2Y.Skip.to.Item"
"117.1 to 297.7","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
