"DXXPT17Y.Code.or.Value","DXXPT17Y.Value.Description","DXXPT17Y.Count","DXXPT17Y.Cumulative","DXXPT17Y.Skip.to.Item"
"108.2 to 298.4","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
