"DXXPT64Y.Code.or.Value","DXXPT64Y.Value.Description","DXXPT64Y.Count","DXXPT64Y.Cumulative","DXXPT64Y.Skip.to.Item"
"45.6 to 279.7","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
