"CIQD080.Code.or.Value","CIQD080.Value.Description","CIQD080.Count","CIQD080.Cumulative","CIQD080.Skip.to.Item"
"1","Yes",0,0,"CIQD095"
"2","No",7,7,""
"7","Refuse",0,7,""
"9","Don't know",0,7,""
".","Missing",771,778,""
