"DXXPT55X.Code.or.Value","DXXPT55X.Value.Description","DXXPT55X.Count","DXXPT55X.Cumulative","DXXPT55X.Skip.to.Item"
"96.5 to 733","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
