"CIQP03.Code.or.Value","CIQP03.Value.Description","CIQP03.Count","CIQP03.Cumulative","CIQP03.Skip.to.Item"
"1","Yes",107,107,NA
"2","No",152,259,NA
"7","Refuse",0,259,NA
"9","Don't know",0,259,NA
".","Missing",669,928,NA
