"PAQ755.Code.or.Value","PAQ755.Value.Description","PAQ755.Count","PAQ755.Cumulative","PAQ755.Skip.to.Item"
"1","Yes",810,810,""
"2","No",1447,2257,"PAQ762"
"7","Refused",0,2257,"PAQ762"
"9","Don't know",0,2257,"PAQ762"
".","Missing",7227,9484,""
