"DXXPT88X.Code.or.Value","DXXPT88X.Value.Description","DXXPT88X.Count","DXXPT88X.Cumulative","DXXPT88X.Skip.to.Item"
"-12.5 to 438.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
