"DXXPT9Y.Code.or.Value","DXXPT9Y.Value.Description","DXXPT9Y.Count","DXXPT9Y.Cumulative","DXXPT9Y.Skip.to.Item"
"119.5 to 314.3","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
