"DXXPT72X.Code.or.Value","DXXPT72X.Value.Description","DXXPT72X.Count","DXXPT72X.Cumulative","DXXPT72X.Skip.to.Item"
"250.6 to 894.9","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
