"AUXRR244.Code.or.Value","AUXRR244.Value.Description","AUXRR244.Count","AUXRR244.Cumulative","AUXRR244.Skip.to.Item"
"-13 to 45","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
