"DXXPT63X.Code.or.Value","DXXPT63X.Value.Description","DXXPT63X.Count","DXXPT63X.Cumulative","DXXPT63X.Skip.to.Item"
"531.9 to 1113.1","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
