"DXXPT84X.Code.or.Value","DXXPT84X.Value.Description","DXXPT84X.Count","DXXPT84X.Cumulative","DXXPT84X.Skip.to.Item"
"404.9 to 992.6","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
