"AUXLR107.Code.or.Value","AUXLR107.Value.Description","AUXLR107.Count","AUXLR107.Cumulative","AUXLR107.Skip.to.Item"
"-51 to 43","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
