"DXXPT27Y.Code.or.Value","DXXPT27Y.Value.Description","DXXPT27Y.Count","DXXPT27Y.Cumulative","DXXPT27Y.Skip.to.Item"
"89.8 to 288.3","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
